team,opponent,made,x,y,num,player,points,shot_type,date,venue
UE,ADMU,0,-51,33,9,J. Varilla,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,-20,46,84,R. Gallardo,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,-3,8,18,P. Manalang,2,jump shot,2018.09.26,FVVA
UE,ADMU,1,-16,35,26,J. Cullar,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,-42,12,9,J. Varilla,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,-16,57,26,J. Cullar,2,jump shot,2018.09.26,FVVA
UE,ADMU,1,1,3,21,W. Bartolome,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,68,-3,23,A. Pasaol,3,jump shot,2018.09.26,FVVA
UE,ADMU,1,40,21,21,W. Bartolome,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,-54,55,2,M. Maloles,3,jump shot,2018.09.26,FVVA
UE,ADMU,0,-29,29,81,J. Antiporda,2,jump shot,2018.09.26,FVVA
UE,ADMU,1,0,1,23,A. Pasaol,2,lay up,2018.09.26,FVVA
UE,ADMU,0,-34,44,81,J. Antiporda,2,jump shot,2018.09.26,FVVA
UE,ADMU,1,0,5,23,A. Pasaol,2,lay up,2018.09.26,FVVA
UE,ADMU,1,-4,4,23,A. Pasaol,2,lay up,2018.09.26,FVVA
UE,ADMU,1,-7,-3,1,C. Conner,2,lay up,2018.09.26,FVVA
UE,ADMU,1,1,1,2,M. Maloles,2,lay up,2018.09.26,FVVA
UE,ADMU,0,-8,13,1,C. Conner,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,8,74,1,C. Conner,3,jump shot,2018.09.26,FVVA
UE,ADMU,1,-4,1,23,A. Pasaol,2,lay up,2018.09.26,FVVA
UE,ADMU,0,-52,52,18,P. Manalang,3,jump shot,2018.09.26,FVVA
UE,ADMU,1,-22,49,12,S. Gagate,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,-63,41,9,J. Varilla,3,jump shot,2018.09.26,FVVA
UE,ADMU,0,38,27,21,W. Bartolome,2,jump shot,2018.09.26,FVVA
UE,ADMU,1,1,5,21,W. Bartolome,2,jump shot,2018.09.26,FVVA
UE,ADMU,1,-11,47,9,J. Varilla,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,32,20,17,R. Acuno,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,59,4,84,R. Gallardo,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,32,42,9,J. Varilla,2,jump shot,2018.09.26,FVVA
UE,ADMU,1,39,0,2,M. Maloles,2,jump shot,2018.09.26,FVVA
UE,ADMU,1,44,13,21,W. Bartolome,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,-70,4,23,A. Pasaol,3,jump shot,2018.09.26,FVVA
UE,ADMU,0,58,55,2,M. Maloles,3,jump shot,2018.09.26,FVVA
UE,ADMU,0,-5,1,26,J. Cullar,2,jump shot,2018.09.26,FVVA
UE,ADMU,1,46,34,2,M. Maloles,2,jump shot,2018.09.26,FVVA
UE,ADMU,1,3,5,26,J. Cullar,2,lay up,2018.09.26,FVVA
UE,ADMU,1,-2,7,21,W. Bartolome,2,jump shot,2018.09.26,FVVA
UE,ADMU,1,-1,6,1,C. Conner,2,lay up,2018.09.26,FVVA
UE,ADMU,0,5,4,1,C. Conner,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,-48,8,21,W. Bartolome,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,50,62,23,A. Pasaol,3,jump shot,2018.09.26,FVVA
UE,ADMU,0,-37,64,81,J. Antiporda,3,jump shot,2018.09.26,FVVA
UE,ADMU,1,0,10,23,A. Pasaol,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,56,28,9,J. Varilla,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,3,73,23,A. Pasaol,3,jump shot,2018.09.26,FVVA
UE,ADMU,0,57,47,23,A. Pasaol,3,jump shot,2018.09.26,FVVA
UE,ADMU,1,50,57,18,P. Manalang,3,jump shot,2018.09.26,FVVA
UE,ADMU,1,0,5,18,P. Manalang,2,lay up,2018.09.26,FVVA
UE,ADMU,0,-3,2,18,P. Manalang,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,1,20,21,W. Bartolome,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,-47,4,9,J. Varilla,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,65,41,2,M. Maloles,3,jump shot,2018.09.26,FVVA
UE,ADMU,1,-2,2,23,A. Pasaol,2,lay up,2018.09.26,FVVA
UE,ADMU,1,0,10,23,A. Pasaol,2,jump shot,2018.09.26,FVVA
UE,ADMU,1,-34,15,1,C. Conner,2,jump shot,2018.09.26,FVVA
UE,ADMU,0,-1,14,1,C. Conner,2,jump shot,2018.09.26,FVVA
UE,ADMU,1,5,0,1,C. Conner,2,lay up,2018.09.26,FVVA
UE,ADMU,1,-19,5,26,J. Cullar,2,jump shot,2018.09.26,FVVA
UP,ADU,1,-49,56,1,Ju. Gomez de Liaño,3,jump shot,2018.09.26,FVVA
UP,ADU,0,3,33,20,J. Prado,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-34,13,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA
UP,ADU,1,-1,6,13,J. Manzo,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-59,48,1,Ju. Gomez de Liaño,3,jump shot,2018.09.26,FVVA
UP,ADU,1,-5,11,20,J. Prado,2,jump shot,2018.09.26,FVVA
UP,ADU,0,4,10,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA
UP,ADU,1,2,3,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA
UP,ADU,1,52,58,6,Ja. Gomez de Liaño,3,jump shot,2018.09.26,FVVA
UP,ADU,1,31,7,6,Ja. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,0,32,32,5,D. Dario,2,jump shot,2018.09.26,FVVA
UP,ADU,0,50,8,18,P. Desiderio,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-51,6,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,0,4,12,6,Ja. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-5,1,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-5,6,17,F. Jaboneta,2,jump shot,2018.09.26,FVVA
UP,ADU,1,-4,5,0,B. Akhuetie,2,lay up,2018.09.26,FVVA
UP,ADU,0,-68,5,17,F. Jaboneta,3,jump shot,2018.09.26,FVVA
UP,ADU,0,8,6,13,J. Manzo,2,jump shot,2018.09.26,FVVA
UP,ADU,1,-2,7,13,J. Manzo,2,lay up,2018.09.26,FVVA
UP,ADU,0,0,4,17,F. Jaboneta,2,jump shot,2018.09.26,FVVA
UP,ADU,1,-2,1,1,Ju. Gomez de Liaño,2,lay up,2018.09.26,FVVA
UP,ADU,0,-1,19,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA
UP,ADU,0,47,16,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,1,2,4,0,B. Akhuetie,2,lay up,2018.09.26,FVVA
UP,ADU,0,58,9,18,P. Desiderio,2,jump shot,2018.09.26,FVVA
UP,ADU,0,7,17,10,D. Murrell,2,jump shot,2018.09.26,FVVA
UP,ADU,0,42,8,18,P. Desiderio,2,jump shot,2018.09.26,FVVA
UP,ADU,1,-42,25,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-3,-1,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA
UP,ADU,0,7,10,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-5,6,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA
UP,ADU,1,0,0,1,Ju. Gomez de Liaño,2,lay up,2018.09.26,FVVA
UP,ADU,0,-2,12,10,D. Murrell,2,jump shot,2018.09.26,FVVA
UP,ADU,0,0,4,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA
UP,ADU,1,0,4,0,B. Akhuetie,2,lay up,2018.09.26,FVVA
UP,ADU,1,-1,4,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA
UP,ADU,0,70,0,18,P. Desiderio,3,jump shot,2018.09.26,FVVA
UP,ADU,1,-69,4,1,Ju. Gomez de Liaño,3,jump shot,2018.09.26,FVVA
UP,ADU,1,0,5,18,P. Desiderio,2,lay up,2018.09.26,FVVA
UP,ADU,1,2,1,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA
UP,ADU,1,12,0,10,D. Murrell,2,lay up,2018.09.26,FVVA
UP,ADU,0,0,-1,13,J. Manzo,2,jump shot,2018.09.26,FVVA
UP,ADU,1,0,5,0,B. Akhuetie,2,lay up,2018.09.26,FVVA
UP,ADU,1,7,28,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-54,53,18,P. Desiderio,3,jump shot,2018.09.26,FVVA
UP,ADU,1,-1,6,18,P. Desiderio,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-4,3,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA
UP,ADU,1,0,6,0,B. Akhuetie,2,lay up,2018.09.26,FVVA
UP,ADU,0,-1,2,12,J. Lim,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-2,17,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,1,-42,65,1,Ju. Gomez de Liaño,3,jump shot,2018.09.26,FVVA
UP,ADU,1,-1,4,6,Ja. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,0,19,11,13,J. Manzo,2,jump shot,2018.09.26,FVVA
UP,ADU,0,56,48,1,Ju. Gomez de Liaño,3,jump shot,2018.09.26,FVVA
UP,ADU,0,-58,48,6,Ja. Gomez de Liaño,3,jump shot,2018.09.26,FVVA
UP,ADU,0,-3,8,6,Ja. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,1,-1,-4,1,Ju. Gomez de Liaño,2,lay up,2018.09.26,FVVA
UP,ADU,1,1,8,17,F. Jaboneta,2,jump shot,2018.09.26,FVVA
UP,ADU,0,0,5,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,0,63,40,1,Ju. Gomez de Liaño,3,jump shot,2018.09.26,FVVA
UP,ADU,0,-49,60,18,P. Desiderio,3,jump shot,2018.09.26,FVVA
UP,ADU,0,-2,19,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA
UP,ADU,0,11,79,1,Ju. Gomez de Liaño,3,jump shot,2018.09.26,FVVA
UP,ADU,0,-52,24,10,D. Murrell,2,jump shot,2018.09.26,FVVA
UP,ADU,0,0,33,0,B. Akhuetie,2,jump shot,2018.09.26,FVVA
UP,ADU,1,1,5,18,P. Desiderio,2,lay up,2018.09.26,FVVA
UP,ADU,1,-1,0,10,D. Murrell,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-45,33,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-10,15,1,Ju. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,0,0,11,6,Ja. Gomez de Liaño,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-11,8,20,J. Prado,2,jump shot,2018.09.26,FVVA
UP,ADU,0,-38,70,13,J. Manzo,3,jump shot,2018.09.26,FVVA
UP,ADU,0,-66,56,1,Ju. Gomez de Liaño,3,jump shot,2018.09.26,FVVA
UP,ADU,0,11,11,18,P. Desiderio,2,jump shot,2018.09.26,FVVA
UP,ADU,0,65,33,18,P. Desiderio,3,jump shot,2018.09.26,FVVA
UP,ADU,1,-13,4,0,B. Akhuetie,2,lay up,2018.09.26,FVVA
ADU,UP,1,2,3,2,J. Ahanmisi,2,lay up,2018.09.26,FVVA
ADU,UP,0,33,5,1,S. Manganti,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-3,4,17,J. Colonia,2,jump shot,2018.09.26,FVVA
ADU,UP,0,32,17,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,1,-38,19,2,J. Ahanmisi,2,jump shot,2018.09.26,FVVA
ADU,UP,1,-9,74,14,J. Pingoy,3,jump shot,2018.09.26,FVVA
ADU,UP,1,-19,52,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-46,59,14,J. Pingoy,3,jump shot,2018.09.26,FVVA
ADU,UP,1,3,3,2,J. Ahanmisi,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-7,21,29,V. Magbuhos,2,jump shot,2018.09.26,FVVA
ADU,UP,1,53,59,14,J. Pingoy,3,jump shot,2018.09.26,FVVA
ADU,UP,1,59,45,14,J. Pingoy,3,jump shot,2018.09.26,FVVA
ADU,UP,1,-7,6,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-36,36,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-37,34,11,J. Espeleta,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-4,5,10,S. Camacho,2,jump shot,2018.09.26,FVVA
ADU,UP,0,19,12,10,S. Camacho,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-32,31,11,J. Espeleta,2,jump shot,2018.09.26,FVVA
ADU,UP,0,40,24,20,K. Bernardo,2,jump shot,2018.09.26,FVVA
ADU,UP,1,0,75,11,J. Espeleta,3,jump shot,2018.09.26,FVVA
ADU,UP,0,-37,7,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-36,34,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-4,16,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,1,12,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,69,4,2,J. Ahanmisi,3,jump shot,2018.09.26,FVVA
ADU,UP,1,14,57,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-7,54,2,J. Ahanmisi,2,jump shot,2018.09.26,FVVA
ADU,UP,0,4,6,29,V. Magbuhos,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-55,64,2,J. Ahanmisi,3,jump shot,2018.09.26,FVVA
ADU,UP,0,-44,44,14,J. Pingoy,2,jump shot,2018.09.26,FVVA
ADU,UP,0,29,45,2,J. Ahanmisi,2,jump shot,2018.09.26,FVVA
ADU,UP,0,7,78,2,J. Ahanmisi,3,jump shot,2018.09.26,FVVA
ADU,UP,0,-48,22,29,V. Magbuhos,2,jump shot,2018.09.26,FVVA
ADU,UP,1,47,65,2,J. Ahanmisi,3,jump shot,2018.09.26,FVVA
ADU,UP,0,-38,27,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-3,20,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-9,4,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-1,8,10,S. Camacho,2,jump shot,2018.09.26,FVVA
ADU,UP,1,-38,65,1,S. Manganti,3,jump shot,2018.09.26,FVVA
ADU,UP,0,4,0,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-67,10,4,C. Catapusan,3,jump shot,2018.09.26,FVVA
ADU,UP,1,1,5,7,J. Lastimosa,2,lay up,2018.09.26,FVVA
ADU,UP,0,-69,0,1,S. Manganti,3,jump shot,2018.09.26,FVVA
ADU,UP,0,39,21,10,S. Camacho,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-9,16,1,S. Manganti,2,jump shot,2018.09.26,FVVA
ADU,UP,1,19,-14,1,S. Manganti,2,jump shot,2018.09.26,FVVA
ADU,UP,1,-1,0,1,S. Manganti,2,lay up,2018.09.26,FVVA
ADU,UP,0,-5,10,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,57,53,7,J. Lastimosa,3,jump shot,2018.09.26,FVVA
ADU,UP,0,-51,53,1,S. Manganti,3,jump shot,2018.09.26,FVVA
ADU,UP,1,9,11,1,S. Manganti,2,jump shot,2018.09.26,FVVA
ADU,UP,1,0,7,21,P. Sarr,2,lay up,2018.09.26,FVVA
ADU,UP,1,3,17,10,S. Camacho,2,lay up,2018.09.26,FVVA
ADU,UP,1,-42,48,11,J. Espeleta,2,jump shot,2018.09.26,FVVA
ADU,UP,1,-32,67,2,J. Ahanmisi,3,jump shot,2018.09.26,FVVA
ADU,UP,0,-5,16,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-6,52,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-37,-13,2,J. Ahanmisi,3,jump shot,2018.09.26,FVVA
ADU,UP,0,-3,0,10,S. Camacho,2,jump shot,2018.09.26,FVVA
ADU,UP,0,13,73,1,S. Manganti,3,jump shot,2018.09.26,FVVA
ADU,UP,0,-4,20,21,P. Sarr,2,jump shot,2018.09.26,FVVA
ADU,UP,1,-45,18,11,J. Espeleta,2,jump shot,2018.09.26,FVVA
ADU,UP,0,-3,14,14,J. Pingoy,2,jump shot,2018.09.26,FVVA
ADU,UP,1,31,29,1,S. Manganti,2,jump shot,2018.09.26,FVVA
ADU,UP,1,62,52,2,J. Ahanmisi,3,jump shot,2018.09.26,FVVA
ADU,UP,1,68,4,11,J. Espeleta,3,jump shot,2018.09.26,FVVA
ADU,UP,1,42,31,1,S. Manganti,2,jump shot,2018.09.26,FVVA
ADU,NU,0,-10,2,21,P. Sarr,2,jump shot,2018.09.29,FVVA
ADU,NU,1,3,7,1,S. Manganti,2,jump shot,2018.09.29,FVVA
ADU,NU,1,30,47,21,P. Sarr,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-42,40,2,J. Ahanmisi,2,jump shot,2018.09.29,FVVA
ADU,NU,1,-37,69,1,S. Manganti,3,jump shot,2018.09.29,FVVA
ADU,NU,0,28,34,17,J. Colonia,2,jump shot,2018.09.29,FVVA
ADU,NU,1,27,43,2,J. Ahanmisi,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-20,7,21,P. Sarr,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-7,30,4,C. Catapusan,2,jump shot,2018.09.29,FVVA
ADU,NU,1,-7,22,21,P. Sarr,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-4,10,1,S. Manganti,2,jump shot,2018.09.29,FVVA
ADU,NU,0,4,54,11,J. Espeleta,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-55,57,11,J. Espeleta,3,jump shot,2018.09.29,FVVA
ADU,NU,0,-49,89,14,J. Pingoy,3,jump shot,2018.09.29,FVVA
ADU,NU,0,-4,11,10,S. Camacho,2,jump shot,2018.09.29,FVVA
ADU,NU,1,-17,11,11,J. Espeleta,2,jump shot,2018.09.29,FVVA
ADU,NU,0,36,21,4,C. Catapusan,2,jump shot,2018.09.29,FVVA
ADU,NU,1,-11,10,20,K. Bernardo,2,jump shot,2018.09.29,FVVA
ADU,NU,1,-6,19,7,J. Lastimosa,2,lay up,2018.09.29,FVVA
ADU,NU,0,-8,9,4,C. Catapusan,2,jump shot,2018.09.29,FVVA
ADU,NU,0,2,47,11,J. Espeleta,2,jump shot,2018.09.29,FVVA
ADU,NU,1,-5,9,25,K. Zaldivar,2,lay up,2018.09.29,FVVA
ADU,NU,0,-72,-4,2,J. Ahanmisi,3,jump shot,2018.09.29,FVVA
ADU,NU,0,-21,43,1,S. Manganti,2,jump shot,2018.09.29,FVVA
ADU,NU,1,42,5,1,S. Manganti,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-6,28,2,J. Ahanmisi,2,jump shot,2018.09.29,FVVA
ADU,NU,1,-48,57,2,J. Ahanmisi,3,jump shot,2018.09.29,FVVA
ADU,NU,0,16,45,21,P. Sarr,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-20,50,2,J. Ahanmisi,2,jump shot,2018.09.29,FVVA
ADU,NU,1,-9,9,25,K. Zaldivar,2,jump shot,2018.09.29,FVVA
ADU,NU,0,11,45,11,J. Espeleta,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-15,7,21,P. Sarr,2,jump shot,2018.09.29,FVVA
ADU,NU,1,3,6,21,P. Sarr,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-13,6,1,S. Manganti,2,jump shot,2018.09.29,FVVA
ADU,NU,1,3,8,1,S. Manganti,2,jump shot,2018.09.29,FVVA
ADU,NU,1,10,15,17,J. Colonia,2,jump shot,2018.09.29,FVVA
ADU,NU,1,18,0,1,S. Manganti,2,jump shot,2018.09.29,FVVA
ADU,NU,0,0,8,17,J. Colonia,2,jump shot,2018.09.29,FVVA
ADU,NU,1,5,18,2,J. Ahanmisi,2,jump shot,2018.09.29,FVVA
ADU,NU,0,4,13,29,V. Magbuhos,2,jump shot,2018.09.29,FVVA
ADU,NU,0,4,11,17,J. Colonia,2,jump shot,2018.09.29,FVVA
ADU,NU,1,28,36,11,J. Espeleta,2,jump shot,2018.09.29,FVVA
ADU,NU,1,-6,47,2,J. Ahanmisi,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-20,44,21,P. Sarr,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-36,29,11,J. Espeleta,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-20,8,21,P. Sarr,2,jump shot,2018.09.29,FVVA
ADU,NU,1,49,58,19,E. Mojica,3,jump shot,2018.09.29,FVVA
ADU,NU,0,-23,71,19,E. Mojica,3,jump shot,2018.09.29,FVVA
ADU,NU,0,1,29,10,S. Camacho,2,jump shot,2018.09.29,FVVA
ADU,NU,0,32,65,25,K. Zaldivar,3,jump shot,2018.09.29,FVVA
ADU,NU,1,4,11,10,S. Camacho,2,jump shot,2018.09.29,FVVA
ADU,NU,0,63,50,1,S. Manganti,3,jump shot,2018.09.29,FVVA
ADU,NU,1,15,1,10,S. Camacho,2,jump shot,2018.09.29,FVVA
ADU,NU,1,1,13,10,S. Camacho,2,jump shot,2018.09.29,FVVA
ADU,NU,1,10,6,10,S. Camacho,2,jump shot,2018.09.29,FVVA
ADU,NU,0,25,-1,2,J. Ahanmisi,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-72,8,1,S. Manganti,3,jump shot,2018.09.29,FVVA
ADU,NU,0,61,-13,2,J. Ahanmisi,3,jump shot,2018.09.29,FVVA
ADU,NU,1,48,9,2,J. Ahanmisi,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-32,32,2,J. Ahanmisi,2,jump shot,2018.09.29,FVVA
ADU,NU,1,27,16,7,J. Lastimosa,2,jump shot,2018.09.29,FVVA
ADU,NU,0,-4,30,7,J. Lastimosa,2,jump shot,2018.09.29,FVVA
ADU,NU,1,8,18,21,P. Sarr,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-30,37,10,I. Gaye,2,jump shot,2018.09.29,FVVA
NU,ADU,0,4,2,8,A. Joson,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-41,64,1,D. Ildefonso,3,jump shot,2018.09.29,FVVA
NU,ADU,1,2,14,23,R. Morido,2,lay up,2018.09.29,FVVA
NU,ADU,1,12,2,8,A. Joson,2,jump shot,2018.09.29,FVVA
NU,ADU,0,66,36,23,R. Morido,3,jump shot,2018.09.29,FVVA
NU,ADU,0,40,12,1,D. Ildefonso,2,jump shot,2018.09.29,FVVA
NU,ADU,1,9,10,27,J. Tibayan,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-2,-5,27,J. Tibayan,2,jump shot,2018.09.29,FVVA
NU,ADU,0,37,0,27,J. Tibayan,2,jump shot,2018.09.29,FVVA
NU,ADU,1,-2,10,1,D. Ildefonso,2,lay up,2018.09.29,FVVA
NU,ADU,0,35,41,21,T. Rike,2,jump shot,2018.09.29,FVVA
NU,ADU,0,3,33,8,A. Joson,2,jump shot,2018.09.29,FVVA
NU,ADU,0,37,-1,1,D. Ildefonso,2,jump shot,2018.09.29,FVVA
NU,ADU,0,50,50,15,D. Yu,3,jump shot,2018.09.29,FVVA
NU,ADU,0,-63,46,15,D. Yu,3,jump shot,2018.09.29,FVVA
NU,ADU,0,6,27,0,S. Ildefonso,2,jump shot,2018.09.29,FVVA
NU,ADU,0,61,41,9,J. Clemente,3,jump shot,2018.09.29,FVVA
NU,ADU,0,7,10,21,T. Rike,2,jump shot,2018.09.29,FVVA
NU,ADU,0,0,3,9,J. Clemente,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-7,9,21,T. Rike,2,jump shot,2018.09.29,FVVA
NU,ADU,1,-37,43,9,J. Clemente,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-41,13,9,J. Clemente,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-5,8,5,A. Diputado,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-71,-2,6,J. Sinclair,3,jump shot,2018.09.29,FVVA
NU,ADU,1,5,12,1,D. Ildefonso,2,lay up,2018.09.29,FVVA
NU,ADU,0,40,-2,1,D. Ildefonso,2,jump shot,2018.09.29,FVVA
NU,ADU,0,7,9,19,J. Gallego,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-64,39,1,D. Ildefonso,3,jump shot,2018.09.29,FVVA
NU,ADU,0,65,57,1,D. Ildefonso,3,jump shot,2018.09.29,FVVA
NU,ADU,0,-31,42,21,T. Rike,2,jump shot,2018.09.29,FVVA
NU,ADU,1,-6,11,10,I. Gaye,2,dunk,2018.09.29,FVVA
NU,ADU,1,-4,13,1,D. Ildefonso,2,lay up,2018.09.29,FVVA
NU,ADU,0,-3,51,1,D. Ildefonso,2,jump shot,2018.09.29,FVVA
NU,ADU,0,1,6,10,I. Gaye,2,jump shot,2018.09.29,FVVA
NU,ADU,0,0,14,23,R. Morido,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-53,55,1,D. Ildefonso,3,jump shot,2018.09.29,FVVA
NU,ADU,1,-10,5,1,D. Ildefonso,2,jump shot,2018.09.29,FVVA
NU,ADU,1,1,16,8,A. Joson,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-10,8,10,I. Gaye,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-26,11,10,I. Gaye,2,jump shot,2018.09.29,FVVA
NU,ADU,0,6,11,1,D. Ildefonso,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-8,36,9,J. Clemente,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-12,12,0,S. Ildefonso,2,jump shot,2018.09.29,FVVA
NU,ADU,0,61,40,9,J. Clemente,3,jump shot,2018.09.29,FVVA
NU,ADU,0,41,28,0,S. Ildefonso,2,jump shot,2018.09.29,FVVA
NU,ADU,1,-21,12,21,T. Rike,2,jump shot,2018.09.29,FVVA
NU,ADU,0,6,7,9,J. Clemente,2,jump shot,2018.09.29,FVVA
NU,ADU,1,-6,10,21,T. Rike,2,jump shot,2018.09.29,FVVA
NU,ADU,1,70,0,15,D. Yu,3,jump shot,2018.09.29,FVVA
NU,ADU,1,-40,16,14,J. Galinato,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-7,7,5,A. Diputado,2,jump shot,2018.09.29,FVVA
NU,ADU,0,6,5,5,A. Diputado,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-8,4,21,T. Rike,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-5,6,0,S. Ildefonso,2,jump shot,2018.09.29,FVVA
NU,ADU,1,-13,11,21,T. Rike,2,jump shot,2018.09.29,FVVA
NU,ADU,0,-7,4,14,J. Galinato,2,jump shot,2018.09.29,FVVA
NU,ADU,1,9,58,21,T. Rike,2,jump shot,2018.09.29,FVVA
NU,ADU,0,63,40,14,J. Galinato,3,jump shot,2018.09.29,FVVA
NU,ADU,0,-31,64,5,A. Diputado,3,jump shot,2018.09.29,FVVA
NU,ADU,0,-26,46,21,T. Rike,2,jump shot,2018.09.29,FVVA
