team,opponent,made,x,y,num,player,points,shot_type,date,venue
NU,UST,0,8,3,9,J. Clemente,2,jump shot,2018.09.08,MOA
NU,UST,1,0,2,10,I. Gaye,2,dunk,2018.09.08,MOA
NU,UST,1,-1,16,8,A. Joson,2,jump shot,2018.09.08,MOA
NU,UST,0,4,8,1,D. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,0,62,43,1,D. Ildefonso,3,jump shot,2018.09.08,MOA
NU,UST,1,7,3,8,A. Joson,2,lay up,2018.09.08,MOA
NU,UST,0,0,24,0,S. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,0,-9,5,9,J. Clemente,2,jump shot,2018.09.08,MOA
NU,UST,1,-28,7,10,I. Gaye,2,jump shot,2018.09.08,MOA
NU,UST,0,15,14,1,D. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,0,70,-2,9,J. Clemente,3,jump shot,2018.09.08,MOA
NU,UST,0,7,11,0,S. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,0,30,23,15,D. Yu,2,jump shot,2018.09.08,MOA
NU,UST,0,-1,53,13,M. Aquino,2,jump shot,2018.09.08,MOA
NU,UST,0,-52,17,13,M. Aquino,2,jump shot,2018.09.08,MOA
NU,UST,0,63,6,19,J. Gallego,2,jump shot,2018.09.08,MOA
NU,UST,1,-9,2,5,A. Diputado,2,lay up,2018.09.08,MOA
NU,UST,1,-43,20,13,M. Aquino,2,jump shot,2018.09.08,MOA
NU,UST,0,1,8,19,J. Gallego,2,jump shot,2018.09.08,MOA
NU,UST,0,2,9,21,T. Rike,2,jump shot,2018.09.08,MOA
NU,UST,1,-2,8,13,M. Aquino,2,lay up,2018.09.08,MOA
NU,UST,0,70,-5,15,D. Yu,3,jump shot,2018.09.08,MOA
NU,UST,0,-11,11,13,M. Aquino,2,jump shot,2018.09.08,MOA
NU,UST,0,-1,22,8,A. Joson,2,jump shot,2018.09.08,MOA
NU,UST,0,6,7,1,D. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,1,-2,11,21,T. Rike,2,jump shot,2018.09.08,MOA
NU,UST,1,15,12,1,D. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,0,-9,3,1,D. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,0,56,48,15,D. Yu,3,jump shot,2018.09.08,MOA
NU,UST,1,61,42,1,D. Ildefonso,3,jump shot,2018.09.08,MOA
NU,UST,1,-7,4,10,I. Gaye,2,lay up,2018.09.08,MOA
NU,UST,0,11,8,0,S. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,0,15,2,1,D. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,1,57,45,15,D. Yu,3,jump shot,2018.09.08,MOA
NU,UST,0,41,20,15,D. Yu,2,jump shot,2018.09.08,MOA
NU,UST,1,0,75,1,D. Ildefonso,3,jump shot,2018.09.08,MOA
NU,UST,0,-3,15,1,D. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,1,10,2,1,D. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,1,-8,1,14,J. Galinato,2,jump shot,2018.09.08,MOA
NU,UST,0,-30,13,1,D. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,1,7,3,8,A. Joson,2,lay up,2018.09.08,MOA
NU,UST,1,-7,3,0,S. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,0,40,63,9,J. Clemente,3,jump shot,2018.09.08,MOA
NU,UST,1,-6,4,1,D. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,0,70,20,9,J. Clemente,3,jump shot,2018.09.08,MOA
NU,UST,1,3,12,0,S. Ildefonso,2,lay up,2018.09.08,MOA
NU,UST,0,7,0,8,A. Joson,2,jump shot,2018.09.08,MOA
NU,UST,1,7,12,0,S. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,0,16,14,9,J. Clemente,2,jump shot,2018.09.08,MOA
NU,UST,1,70,-3,9,J. Clemente,3,jump shot,2018.09.08,MOA
NU,UST,0,60,50,1,D. Ildefonso,3,jump shot,2018.09.08,MOA
NU,UST,1,-10,9,0,S. Ildefonso,2,lay up,2018.09.08,MOA
NU,UST,1,-21,4,21,T. Rike,2,jump shot,2018.09.08,MOA
NU,UST,0,-24,75,15,D. Yu,3,jump shot,2018.09.08,MOA
NU,UST,0,-32,67,14,J. Galinato,3,jump shot,2018.09.08,MOA
NU,UST,1,-43,31,14,J. Galinato,2,jump shot,2018.09.08,MOA
NU,UST,1,7,1,6,J. Sinclair,2,lay up,2018.09.08,MOA
NU,UST,1,-21,17,6,J. Sinclair,2,jump shot,2018.09.08,MOA
NU,UST,0,-1,18,6,J. Sinclair,2,jump shot,2018.09.08,MOA
NU,UST,0,-12,5,21,T. Rike,2,jump shot,2018.09.08,MOA
NU,UST,1,-7,3,21,T. Rike,2,lay up,2018.09.08,MOA
NU,UST,0,-21,46,6,J. Sinclair,2,jump shot,2018.09.08,MOA
NU,UST,0,43,9,21,T. Rike,2,jump shot,2018.09.08,MOA
NU,UST,1,-7,3,1,D. Ildefonso,2,lay up,2018.09.08,MOA
NU,UST,0,-13,6,21,T. Rike,2,jump shot,2018.09.08,MOA
NU,UST,1,0,8,1,D. Ildefonso,2,lay up,2018.09.08,MOA
NU,UST,1,-5,5,1,D. Ildefonso,2,lay up,2018.09.08,MOA
NU,UST,0,-68,8,1,D. Ildefonso,3,jump shot,2018.09.08,MOA
NU,UST,0,26,4,8,A. Joson,2,jump shot,2018.09.08,MOA
NU,UST,1,-60,47,19,J. Gallego,3,jump shot,2018.09.08,MOA
NU,UST,0,-5,15,1,D. Ildefonso,2,jump shot,2018.09.08,MOA
NU,UST,0,-69,2,9,J. Clemente,3,jump shot,2018.09.08,MOA
NU,UST,0,10,4,8,A. Joson,2,jump shot,2018.09.08,MOA
NU,UST,0,-35,68,0,S. Ildefonso,3,jump shot,2018.09.08,MOA
NU,UST,1,-8,6,9,J. Clemente,2,lay up,2018.09.08,MOA
UST,NU,0,0,46,6,M. Lee,2,jump shot,2018.09.08,MOA
UST,NU,0,-7,14,27,C. Cansino,2,jump shot,2018.09.08,MOA
UST,NU,1,-4,13,11,E. Caunan,2,jump shot,2018.09.08,MOA
UST,NU,0,66,38,6,M. Lee,3,jump shot,2018.09.08,MOA
UST,NU,0,34,-1,11,E. Caunan,2,jump shot,2018.09.08,MOA
UST,NU,1,8,2,27,C. Cansino,2,lay up,2018.09.08,MOA
UST,NU,0,-52,57,8,K. Zamora,3,jump shot,2018.09.08,MOA
UST,NU,0,38,68,6,M. Lee,3,jump shot,2018.09.08,MOA
UST,NU,0,-69,1,27,C. Cansino,3,jump shot,2018.09.08,MOA
UST,NU,0,11,9,7,J. Marcos,2,jump shot,2018.09.08,MOA
UST,NU,0,-32,47,5,R. Subido,2,jump shot,2018.09.08,MOA
UST,NU,0,1,6,11,E. Caunan,2,jump shot,2018.09.08,MOA
UST,NU,0,-45,60,5,R. Subido,3,jump shot,2018.09.08,MOA
UST,NU,0,8,6,7,J. Marcos,2,jump shot,2018.09.08,MOA
UST,NU,0,62,45,27,C. Cansino,3,jump shot,2018.09.08,MOA
UST,NU,0,-9,7,0,S. Akomo,2,jump shot,2018.09.08,MOA
UST,NU,1,-11,6,27,C. Cansino,2,lay up,2018.09.08,MOA
UST,NU,0,-3,13,27,C. Cansino,2,jump shot,2018.09.08,MOA
UST,NU,0,-6,21,0,S. Akomo,2,jump shot,2018.09.08,MOA
UST,NU,0,-4,20,5,R. Subido,2,jump shot,2018.09.08,MOA
UST,NU,1,-70,-2,5,R. Subido,3,jump shot,2018.09.08,MOA
UST,NU,0,32,67,5,R. Subido,3,jump shot,2018.09.08,MOA
UST,NU,0,-70,6,4,M. Bonleon,3,jump shot,2018.09.08,MOA
UST,NU,1,11,4,13,Z. Huang,2,jump shot,2018.09.08,MOA
UST,NU,1,9,3,13,Z. Huang,2,lay up,2018.09.08,MOA
UST,NU,0,43,4,5,R. Subido,2,jump shot,2018.09.08,MOA
UST,NU,0,-18,7,5,R. Subido,2,jump shot,2018.09.08,MOA
UST,NU,0,-2,21,7,J. Marcos,2,jump shot,2018.09.08,MOA
UST,NU,0,3,20,5,R. Subido,2,jump shot,2018.09.08,MOA
UST,NU,0,60,46,6,M. Lee,3,jump shot,2018.09.08,MOA
UST,NU,1,-7,4,6,M. Lee,2,lay up,2018.09.08,MOA
UST,NU,0,-7,36,5,R. Subido,2,jump shot,2018.09.08,MOA
UST,NU,1,-16,24,6,M. Lee,2,jump shot,2018.09.08,MOA
UST,NU,0,46,59,8,K. Zamora,3,jump shot,2018.09.08,MOA
UST,NU,0,4,2,8,K. Zamora,2,jump shot,2018.09.08,MOA
UST,NU,1,-9,3,0,S. Akomo,2,jump shot,2018.09.08,MOA
UST,NU,0,-40,62,6,M. Lee,3,jump shot,2018.09.08,MOA
UST,NU,1,3,27,2,I. Batalier,2,jump shot,2018.09.08,MOA
UST,NU,0,-48,58,8,K. Zamora,3,jump shot,2018.09.08,MOA
UST,NU,0,1,76,6,M. Lee,3,jump shot,2018.09.08,MOA
UST,NU,0,-10,2,0,S. Akomo,2,jump shot,2018.09.08,MOA
UST,NU,0,-14,10,6,M. Lee,2,jump shot,2018.09.08,MOA
UST,NU,1,10,3,27,C. Cansino,2,lay up,2018.09.08,MOA
UST,NU,0,-69,-1,5,R. Subido,3,jump shot,2018.09.08,MOA
UST,NU,0,-69,3,8,K. Zamora,3,jump shot,2018.09.08,MOA
UST,NU,0,0,13,27,C. Cansino,2,jump shot,2018.09.08,MOA
UST,NU,0,70,-1,5,R. Subido,3,jump shot,2018.09.08,MOA
UST,NU,0,44,62,8,K. Zamora,3,jump shot,2018.09.08,MOA
UST,NU,1,58,52,27,C. Cansino,3,jump shot,2018.09.08,MOA
UST,NU,0,-53,116,8,K. Zamora,3,jump shot,2018.09.08,MOA
UST,NU,0,20,32,5,R. Subido,2,jump shot,2018.09.08,MOA
UST,NU,0,14,22,5,R. Subido,2,jump shot,2018.09.08,MOA
UST,NU,0,-10,3,13,Z. Huang,2,jump shot,2018.09.08,MOA
UST,NU,0,0,74,5,R. Subido,3,jump shot,2018.09.08,MOA
UST,NU,0,-30,6,6,M. Lee,2,jump shot,2018.09.08,MOA
UST,NU,0,4,14,0,S. Akomo,2,jump shot,2018.09.08,MOA
UST,NU,0,20,40,5,R. Subido,2,jump shot,2018.09.08,MOA
UST,NU,0,-12,8,27,C. Cansino,2,jump shot,2018.09.08,MOA
UST,NU,0,-46,60,6,M. Lee,3,jump shot,2018.09.08,MOA
UST,NU,0,3,74,6,M. Lee,3,jump shot,2018.09.08,MOA
UST,NU,1,-45,49,6,M. Lee,2,jump shot,2018.09.08,MOA
UST,NU,1,-70,-1,8,K. Zamora,3,jump shot,2018.09.08,MOA
UST,NU,1,-8,3,11,E. Caunan,2,jump shot,2018.09.08,MOA
UST,NU,0,-8,36,5,R. Subido,2,jump shot,2018.09.08,MOA
UST,NU,0,-6,4,6,M. Lee,2,jump shot,2018.09.08,MOA
UST,NU,0,-52,57,6,M. Lee,3,jump shot,2018.09.08,MOA
UST,NU,0,-6,76,6,M. Lee,3,jump shot,2018.09.08,MOA
UST,NU,0,7,5,27,C. Cansino,2,jump shot,2018.09.08,MOA
UST,NU,1,0,7,8,K. Zamora,2,lay up,2018.09.08,MOA
UST,NU,1,70,-4,5,R. Subido,3,jump shot,2018.09.08,MOA
UST,NU,0,54,56,5,R. Subido,3,jump shot,2018.09.08,MOA
UST,NU,0,7,75,27,C. Cansino,3,jump shot,2018.09.08,MOA
UST,NU,0,10,3,5,R. Subido,2,jump shot,2018.09.08,MOA
UST,NU,1,4,2,5,R. Subido,2,lay up,2018.09.08,MOA
UST,NU,1,69,-1,27,C. Cansino,3,jump shot,2018.09.08,MOA
UST,NU,1,-29,38,11,E. Caunan,2,jump shot,2018.09.08,MOA
UST,NU,1,-9,3,0,S. Akomo,2,jump shot,2018.09.08,MOA
UST,NU,0,-43,14,11,E. Caunan,2,jump shot,2018.09.08,MOA
UST,NU,1,7,5,0,S. Akomo,2,jump shot,2018.09.08,MOA
UST,NU,0,70,-2,5,R. Subido,3,jump shot,2018.09.08,MOA
UST,NU,1,12,54,5,R. Subido,2,jump shot,2018.09.08,MOA
UST,NU,1,-28,28,5,R. Subido,2,jump shot,2018.09.08,MOA
UST,NU,0,-73,-2,27,C. Cansino,3,jump shot,2018.09.08,MOA
UST,NU,0,8,8,27,C. Cansino,2,jump shot,2018.09.08,MOA
UST,NU,1,7,6,0,S. Akomo,2,jump shot,2018.09.08,MOA
UST,NU,0,63,37,6,M. Lee,3,jump shot,2018.09.08,MOA
UST,NU,0,-12,7,0,S. Akomo,2,jump shot,2018.09.08,MOA
UST,NU,0,60,48,5,R. Subido,3,jump shot,2018.09.08,MOA
UST,NU,1,6,2,0,S. Akomo,2,dunk,2018.09.08,MOA
FEU,DLSU,0,-1,13,21,R. Escoto,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,-71,0,5,A. Inigo,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,49,59,20,K. Tuffin,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,21,51,21,R. Escoto,2,jump shot,2018.09.09,MOA
FEU,DLSU,1,68,-3,20,K. Tuffin,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,51,52,20,K. Tuffin,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,41,29,9,H. Cani,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,-29,70,5,A. Inigo,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,56,47,21,R. Escoto,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,1,17,5,A. Inigo,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,7,27,20,K. Tuffin,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,-40,70,9,H. Cani,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,8,7,21,R. Escoto,2,jump shot,2018.09.09,MOA
FEU,DLSU,1,5,10,8,B. Ebona,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,-70,0,9,H. Cani,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,10,3,3,J. Parker,2,jump shot,2018.09.09,MOA
FEU,DLSU,1,5,35,2,A. Stockton,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,21,38,41,A. Tolentino,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,-70,23,10,W. Comboy,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,71,-1,10,W. Comboy,3,jump shot,2018.09.09,MOA
FEU,DLSU,1,67,25,2,A. Stockton,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,65,38,2,A. Stockton,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,0,73,41,A. Tolentino,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,-45,36,3,J. Parker,2,jump shot,2018.09.09,MOA
FEU,DLSU,1,-4,17,41,A. Tolentino,2,jump shot,2018.09.09,MOA
FEU,DLSU,1,-7,3,10,W. Comboy,2,lay up,2018.09.09,MOA
FEU,DLSU,1,-64,34,20,K. Tuffin,3,jump shot,2018.09.09,MOA
FEU,DLSU,1,-6,50,10,W. Comboy,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,-2,30,21,R. Escoto,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,-7,3,8,B. Ebona,2,jump shot,2018.09.09,MOA
FEU,DLSU,1,-9,3,2,A. Stockton,2,lay up,2018.09.09,MOA
FEU,DLSU,0,11,9,2,A. Stockton,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,-44,60,20,K. Tuffin,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,43,62,5,A. Inigo,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,38,60,41,A. Tolentino,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,-36,68,10,W. Comboy,3,jump shot,2018.09.09,MOA
FEU,DLSU,1,-7,10,41,A. Tolentino,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,3,18,41,A. Tolentino,2,jump shot,2018.09.09,MOA
FEU,DLSU,1,-54,58,41,A. Tolentino,3,jump shot,2018.09.09,MOA
FEU,DLSU,1,71,2,10,W. Comboy,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,-69,-2,10,W. Comboy,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,72,0,41,A. Tolentino,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,-12,6,17,P. Orizu,2,jump shot,2018.09.09,MOA
FEU,DLSU,1,-70,-1,9,H. Cani,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,8,4,3,J. Parker,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,-10,74,41,A. Tolentino,3,jump shot,2018.09.09,MOA
FEU,DLSU,1,-7,3,41,A. Tolentino,2,lay up,2018.09.09,MOA
FEU,DLSU,1,-16,9,20,K. Tuffin,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,10,22,5,A. Inigo,2,jump shot,2018.09.09,MOA
FEU,DLSU,1,-2,50,21,R. Escoto,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,-9,57,21,R. Escoto,2,jump shot,2018.09.09,MOA
FEU,DLSU,1,40,33,5,A. Inigo,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,33,21,8,B. Ebona,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,18,15,21,R. Escoto,2,jump shot,2018.09.09,MOA
FEU,DLSU,1,4,78,5,A. Inigo,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,0,17,2,A. Stockton,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,-68,-1,5,A. Inigo,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,4,77,5,A. Inigo,3,jump shot,2018.09.09,MOA
FEU,DLSU,1,9,4,2,A. Stockton,2,lay up,2018.09.09,MOA
FEU,DLSU,0,11,9,41,A. Tolentino,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,72,0,3,J. Parker,3,jump shot,2018.09.09,MOA
FEU,DLSU,1,6,55,9,H. Cani,2,jump shot,2018.09.09,MOA
FEU,DLSU,1,71,8,20,K. Tuffin,3,jump shot,2018.09.09,MOA
FEU,DLSU,0,46,60,9,H. Cani,3,jump shot,2018.09.09,MOA
FEU,DLSU,1,31,74,41,A. Tolentino,3,jump shot,2018.09.09,MOA
FEU,DLSU,1,9,5,3,J. Parker,2,lay up,2018.09.09,MOA
FEU,DLSU,1,-38,35,9,H. Cani,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,-12,7,3,J. Parker,2,jump shot,2018.09.09,MOA
FEU,DLSU,0,-49,58,41,A. Tolentino,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,-46,32,19,J. Baltazar,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,15,23,19,J. Baltazar,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,-14,10,19,J. Baltazar,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,19,47,30,A. Caracut,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,-9,4,15,K. Montalbo,2,lay up,2018.09.09,MOA
DLSU,FEU,1,-7,10,25,L. Santillian,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,28,72,25,L. Santillian,3,jump shot,2018.09.09,MOA
DLSU,FEU,1,-7,5,25,L. Santillian,2,lay up,2018.09.09,MOA
DLSU,FEU,0,-13,74,11,A. Melecio,3,jump shot,2018.09.09,MOA
DLSU,FEU,1,-2,31,25,L. Santillian,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,-34,2,3,M. Corteza,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,-21,39,25,L. Santillian,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,-50,54,2,K. Samuel,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,69,5,2,K. Samuel,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,19,37,25,L. Santillian,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,-59,0,11,A. Melecio,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,-52,18,16,J. Go,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,30,68,11,A. Melecio,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,-9,3,18,F. Serrano,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,-18,14,7,M. Dyke,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,11,14,19,J. Baltazar,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,8,3,18,F. Serrano,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,6,3,19,J. Baltazar,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,-52,36,30,A. Caracut,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,43,64,18,F. Serrano,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,67,30,30,A. Caracut,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,37,66,19,J. Baltazar,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,-1,78,24,G. Capacio,3,jump shot,2018.09.09,MOA
DLSU,FEU,1,-10,3,19,J. Baltazar,2,lay up,2018.09.09,MOA
DLSU,FEU,0,-45,24,24,G. Capacio,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,-11,8,11,A. Melecio,2,lay up,2018.09.09,MOA
DLSU,FEU,0,37,38,25,L. Santillian,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,-47,68,15,K. Montalbo,3,jump shot,2018.09.09,MOA
DLSU,FEU,1,10,6,19,J. Baltazar,2,lay up,2018.09.09,MOA
DLSU,FEU,1,-11,24,30,A. Caracut,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,-9,6,19,J. Baltazar,2,lay up,2018.09.09,MOA
DLSU,FEU,0,21,50,30,A. Caracut,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,-8,34,11,A. Melecio,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,-9,4,15,K. Montalbo,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,8,2,25,L. Santillian,2,lay up,2018.09.09,MOA
DLSU,FEU,1,19,34,30,A. Caracut,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,6,5,11,A. Melecio,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,9,6,15,K. Montalbo,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,39,27,16,J. Go,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,8,24,30,A. Caracut,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,17,76,25,L. Santillian,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,64,35,16,J. Go,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,-56,50,11,A. Melecio,3,jump shot,2018.09.09,MOA
DLSU,FEU,1,-49,55,15,K. Montalbo,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,-48,61,11,A. Melecio,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,4,36,18,F. Serrano,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,-1,8,30,A. Caracut,2,lay up,2018.09.09,MOA
DLSU,FEU,0,-15,4,30,A. Caracut,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,6,3,32,B. Bates,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,5,36,15,K. Montalbo,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,-59,42,15,K. Montalbo,3,jump shot,2018.09.09,MOA
DLSU,FEU,1,6,7,18,F. Serrano,2,lay up,2018.09.09,MOA
DLSU,FEU,0,-34,66,11,A. Melecio,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,35,67,18,F. Serrano,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,34,5,11,A. Melecio,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,0,47,25,L. Santillian,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,31,76,15,K. Montalbo,3,jump shot,2018.09.09,MOA
DLSU,FEU,1,32,68,25,L. Santillian,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,-37,0,11,A. Melecio,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,-4,29,25,L. Santillian,2,jump shot,2018.09.09,MOA
DLSU,FEU,0,-41,60,11,A. Melecio,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,19,37,30,A. Caracut,2,jump shot,2018.09.09,MOA
DLSU,FEU,1,6,5,11,A. Melecio,2,lay up,2018.09.09,MOA
DLSU,FEU,0,-49,58,25,L. Santillian,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,-58,50,11,A. Melecio,3,jump shot,2018.09.09,MOA
DLSU,FEU,1,70,-2,11,A. Melecio,3,jump shot,2018.09.09,MOA
DLSU,FEU,0,61,90,15,K. Montalbo,3,jump shot,2018.09.09,MOA
ADMU,ADU,1,-44,59,12,M. Nieto,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,38,68,0,T. Ravena,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,65,34,4,A. Asistio,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,-3,76,34,A. Kouame,3,jump shot,2018.09.09,MOA
ADMU,ADU,1,5,10,12,M. Nieto,2,jump shot,2018.09.09,MOA
ADMU,ADU,0,-48,56,12,M. Nieto,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,-2,12,34,A. Kouame,2,jump shot,2018.09.09,MOA
ADMU,ADU,0,-6,4,34,A. Kouame,2,jump shot,2018.09.09,MOA
ADMU,ADU,0,-32,9,4,A. Asistio,2,jump shot,2018.09.09,MOA
ADMU,ADU,1,63,38,11,I. Go,3,jump shot,2018.09.09,MOA
ADMU,ADU,1,54,49,4,A. Asistio,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,62,40,4,A. Asistio,3,jump shot,2018.09.09,MOA
ADMU,ADU,1,-41,64,0,T. Ravena,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,33,43,0,T. Ravena,2,jump shot,2018.09.09,MOA
ADMU,ADU,0,5,76,11,I. Go,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,14,34,7,M. Nieto,2,jump shot,2018.09.09,MOA
ADMU,ADU,0,52,53,19,T. Tio,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,7,73,11,I. Go,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,-47,21,22,R. Verano,2,jump shot,2018.09.09,MOA
ADMU,ADU,1,29,74,7,M. Nieto,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,61,43,7,M. Nieto,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,-8,5,3,A. Wong,2,jump shot,2018.09.09,MOA
ADMU,ADU,1,-3,80,22,R. Verano,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,-5,22,22,R. Verano,2,jump shot,2018.09.09,MOA
ADMU,ADU,1,-22,2,0,T. Ravena,2,jump shot,2018.09.09,MOA
ADMU,ADU,0,-6,3,0,T. Ravena,2,jump shot,2018.09.09,MOA
ADMU,ADU,1,-8,1,8,A. Black,2,lay up,2018.09.09,MOA
ADMU,ADU,0,-61,42,10,J. Mendoza,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,0,31,8,A. Black,2,jump shot,2018.09.09,MOA
ADMU,ADU,1,-66,33,10,J. Mendoza,3,jump shot,2018.09.09,MOA
ADMU,ADU,1,6,8,8,A. Black,2,lay up,2018.09.09,MOA
ADMU,ADU,1,-23,9,13,W. Navarro,2,jump shot,2018.09.09,MOA
ADMU,ADU,1,37,69,11,I. Go,3,jump shot,2018.09.09,MOA
ADMU,ADU,0,22,8,13,W. Navarro,2,jump shot,2018.09.09,MOA
ADMU,ADU,1,-15,6,12,M. Nieto,2,lay up,2018.09.09,MOA
ADMU,ADU,0,51,56,13,W. Navarro,3,jump shot,2018.09.09,MOA
